,Date,Stock_name,change_day_0,volume_day_0,sentiment_day_0,change_day_-1,volume_day_-1,sentiment_day_-1,change_day_-2,volume_day_-2,sentiment_day_-2,change_day_-3,volume_day_-3,sentiment_day_-3,change_day_-4,volume_day_-4,sentiment_day_-4,change_day_-5,volume_day_-5,sentiment_day_-5,change_day_-6,volume_day_-6,sentiment_day_-6,change_day_-7,volume_day_-7,sentiment_day_-7,change_day_-8,volume_day_-8,sentiment_day_-8,change_day_-9,volume_day_-9,sentiment_day_-9,change_day_-10,volume_day_-10,sentiment_day_-10,change_day_-11,volume_day_-11,sentiment_day_-11,change_day_-12,volume_day_-12,sentiment_day_-12,change_day_-13,volume_day_-13,sentiment_day_-13,change_day_-14,volume_day_-14,sentiment_day_-14,change_day_-15,volume_day_-15,sentiment_day_-15,change_day_-16,volume_day_-16,sentiment_day_-16,change_day_-17,volume_day_-17,sentiment_day_-17,change_day_-18,volume_day_-18,sentiment_day_-18,change_day_-19,volume_day_-19,sentiment_day_-19
10,2019-11-14,FTSE,-0.17196812082225618,0.39234632780399675,12,-0.04181302399277643,0.4042547220182544,92,0.1086569250080158,0.4384925683445767,91,-0.09098908556565699,0.48136372883122747,100,-0.13839807563181072,0.3207364037605896,92,0.028562144411007316,0.38859669699425814,88,0.025324190763205228,0.3593934349996493,11,0.05418108672740945,0.39116120019098244,10,0.19817512843259752,0.3385607323572668,98,0.15901055498122935,0.33822191694681936,92,-0.24263804077923684,0.49253888489346376,87,0.07214367772296518,0.3905830466437431,89,-0.07361599767649507,0.4125638053450557,90,0.020022976243024813,0.3928200650774281,14,-0.011189056521845403,0.3371914090915139,11,0.199056507467279,0.4262915528977666,92,0.14193221864526434,0.4444712570818725,95,0.14399260389273344,0.46527787018227407,92,0.038280318791777436,0.4960108276828751,92,-0.09334422236632298,0.505141237682061,92
11,2019-11-15,FTSE,0.029741150623794933,0.44769026495760217,94,-0.17196812082225618,0.39234632780399675,86,-0.04181302399277643,0.4042547220182544,100,0.1086569250080158,0.4384925683445767,96,-0.09098908556565699,0.48136372883122747,95,-0.13839807563181072,0.3207364037605896,14,0.028562144411007316,0.38859669699425814,9,0.025324190763205228,0.3593934349996493,100,0.05418108672740945,0.39116120019098244,94,0.19817512843259752,0.3385607323572668,89,0.15901055498122935,0.33822191694681936,94,-0.24263804077923684,0.49253888489346376,88,0.07214367772296518,0.3905830466437431,15,-0.07361599767649507,0.4125638053450557,12,0.020022976243024813,0.3928200650774281,94,-0.011189056521845403,0.3371914090915139,98,0.199056507467279,0.4262915528977666,96,0.14193221864526434,0.4444712570818725,96,0.14399260389273344,0.46527787018227407,94,0.038280318791777436,0.4960108276828751,12
12,2019-11-18,FTSE,0.014135134241359825,0.44419606761456343,96,0.029741150623794933,0.44769026495760217,96,-0.17196812082225618,0.39234632780399675,11,-0.04181302399277643,0.4042547220182544,9,0.1086569250080158,0.4384925683445767,98,-0.09098908556565699,0.48136372883122747,93,-0.13839807563181072,0.3207364037605896,93,0.028562144411007316,0.38859669699425814,88,0.025324190763205228,0.3593934349996493,96,0.05418108672740945,0.39116120019098244,15,0.19817512843259752,0.3385607323572668,12,0.15901055498122935,0.33822191694681936,100,-0.24263804077923684,0.49253888489346376,100,0.07214367772296518,0.3905830466437431,95,-0.07361599767649507,0.4125638053450557,97,0.020022976243024813,0.3928200650774281,89,-0.011189056521845403,0.3371914090915139,14,0.199056507467279,0.4262915528977666,11,0.14193221864526434,0.4444712570818725,92,0.14399260389273344,0.46527787018227407,94
13,2019-11-19,FTSE,0.04740755225369913,0.35193124493425637,94,0.014135134241359825,0.44419606761456343,13,0.029741150623794933,0.44769026495760217,10,-0.17196812082225618,0.39234632780399675,100,-0.04181302399277643,0.4042547220182544,95,0.1086569250080158,0.4384925683445767,90,-0.09098908556565699,0.48136372883122747,92,-0.13839807563181072,0.3207364037605896,91,0.028562144411007316,0.38859669699425814,15,0.025324190763205228,0.3593934349996493,12,0.05418108672740945,0.39116120019098244,97,0.19817512843259752,0.3385607323572668,98,0.15901055498122935,0.33822191694681936,94,-0.24263804077923684,0.49253888489346376,94,0.07214367772296518,0.3905830466437431,90,-0.07361599767649507,0.4125638053450557,14,0.020022976243024813,0.3928200650774281,10,-0.011189056521845403,0.3371914090915139,95,0.199056507467279,0.4262915528977666,94,0.14193221864526434,0.4444712570818725,94
14,2019-11-20,FTSE,-0.18050585117778406,0.4731169931181134,14,0.04740755225369913,0.35193124493425637,9,0.014135134241359825,0.44419606761456343,100,0.029741150623794933,0.44769026495760217,95,-0.17196812082225618,0.39234632780399675,92,-0.04181302399277643,0.4042547220182544,91,0.1086569250080158,0.4384925683445767,91,-0.09098908556565699,0.48136372883122747,16,-0.13839807563181072,0.3207364037605896,11,0.028562144411007316,0.38859669699425814,98,0.025324190763205228,0.3593934349996493,99,0.05418108672740945,0.39116120019098244,97,0.19817512843259752,0.3385607323572668,97,0.15901055498122935,0.33822191694681936,95,-0.24263804077923684,0.49253888489346376,14,0.07214367772296518,0.3905830466437431,11,-0.07361599767649507,0.4125638053450557,93,0.020022976243024813,0.3928200650774281,96,-0.011189056521845403,0.3371914090915139,91,0.199056507467279,0.4262915528977666,83
15,2019-11-21,FTSE,-0.07037660621623837,0.3533912714851591,11,-0.18050585117778406,0.4731169931181134,100,0.04740755225369913,0.35193124493425637,95,0.014135134241359825,0.44419606761456343,88,0.029741150623794933,0.44769026495760217,89,-0.17196812082225618,0.39234632780399675,90,-0.04181302399277643,0.4042547220182544,14,0.1086569250080158,0.4384925683445767,12,-0.09098908556565699,0.48136372883122747,91,-0.13839807563181072,0.3207364037605896,94,0.028562144411007316,0.38859669699425814,90,0.025324190763205228,0.3593934349996493,95,0.05418108672740945,0.39116120019098244,92,0.19817512843259752,0.3385607323572668,12,0.15901055498122935,0.33822191694681936,11,-0.24263804077923684,0.49253888489346376,91,0.07214367772296518,0.3905830466437431,93,-0.07361599767649507,0.4125638053450557,91,0.020022976243024813,0.3928200650774281,85,-0.011189056521845403,0.3371914090915139,84
16,2019-11-22,FTSE,0.25971637711520185,0.3551680332105343,100,-0.07037660621623837,0.3533912714851591,86,-0.18050585117778406,0.4731169931181134,88,0.04740755225369913,0.35193124493425637,88,0.014135134241359825,0.44419606761456343,86,0.029741150623794933,0.44769026495760217,13,-0.17196812082225618,0.39234632780399675,12,-0.04181302399277643,0.4042547220182544,91,0.1086569250080158,0.4384925683445767,89,-0.09098908556565699,0.48136372883122747,88,-0.13839807563181072,0.3207364037605896,88,0.028562144411007316,0.38859669699425814,89,0.025324190763205228,0.3593934349996493,12,0.05418108672740945,0.39116120019098244,9,0.19817512843259752,0.3385607323572668,87,0.15901055498122935,0.33822191694681936,93,-0.24263804077923684,0.49253888489346376,89,0.07214367772296518,0.3905830466437431,79,-0.07361599767649507,0.4125638053450557,84,0.020022976243024813,0.3928200650774281,14
17,2019-11-25,FTSE,0.2046524735406563,0.33177460425389693,88,0.25971637711520185,0.3551680332105343,97,-0.07037660621623837,0.3533912714851591,14,-0.18050585117778406,0.4731169931181134,10,0.04740755225369913,0.35193124493425637,97,0.014135134241359825,0.44419606761456343,100,0.029741150623794933,0.44769026495760217,92,-0.17196812082225618,0.39234632780399675,94,-0.04181302399277643,0.4042547220182544,89,0.1086569250080158,0.4384925683445767,13,-0.09098908556565699,0.48136372883122747,10,-0.13839807563181072,0.3207364037605896,94,0.028562144411007316,0.38859669699425814,96,0.025324190763205228,0.3593934349996493,94,0.05418108672740945,0.39116120019098244,86,0.19817512843259752,0.3385607323572668,91,0.15901055498122935,0.33822191694681936,15,-0.24263804077923684,0.49253888489346376,12,0.07214367772296518,0.3905830466437431,86,-0.07361599767649507,0.4125638053450557,93
18,2019-11-26,FTSE,0.02002441405547943,0.6151388140856333,90,0.2046524735406563,0.33177460425389693,16,0.25971637711520185,0.3551680332105343,12,-0.07037660621623837,0.3533912714851591,100,-0.18050585117778406,0.4731169931181134,97,0.04740755225369913,0.35193124493425637,95,0.014135134241359825,0.44419606761456343,97,0.029741150623794933,0.44769026495760217,95,-0.17196812082225618,0.39234632780399675,14,-0.04181302399277643,0.4042547220182544,12,0.1086569250080158,0.4384925683445767,94,-0.09098908556565699,0.48136372883122747,96,-0.13839807563181072,0.3207364037605896,94,0.028562144411007316,0.38859669699425814,87,0.025324190763205228,0.3593934349996493,87,0.05418108672740945,0.39116120019098244,15,0.19817512843259752,0.3385607323572668,12,0.15901055498122935,0.33822191694681936,90,-0.24263804077923684,0.49253888489346376,97,0.07214367772296518,0.3905830466437431,93
19,2019-11-27,FTSE,0.07862102283102397,0.3638861819617139,14,0.02002441405547943,0.6151388140856333,12,0.2046524735406563,0.33177460425389693,97,0.25971637711520185,0.3551680332105343,96,-0.07037660621623837,0.3533912714851591,94,-0.18050585117778406,0.4731169931181134,97,0.04740755225369913,0.35193124493425637,89,0.014135134241359825,0.44419606761456343,14,0.029741150623794933,0.44769026495760217,11,-0.17196812082225618,0.39234632780399675,90,-0.04181302399277643,0.4042547220182544,92,0.1086569250080158,0.4384925683445767,89,-0.09098908556565699,0.48136372883122747,87,-0.13839807563181072,0.3207364037605896,86,0.028562144411007316,0.38859669699425814,14,0.025324190763205228,0.3593934349996493,11,0.05418108672740945,0.39116120019098244,86,0.19817512843259752,0.3385607323572668,94,0.15901055498122935,0.33822191694681936,89,-0.24263804077923684,0.49253888489346376,85
20,2019-11-28,FTSE,-0.039457887192110436,0.35175530031706637,12,0.07862102283102397,0.3638861819617139,98,0.02002441405547943,0.6151388140856333,98,0.2046524735406563,0.33177460425389693,97,0.25971637711520185,0.3551680332105343,100,-0.07037660621623837,0.3533912714851591,98,-0.18050585117778406,0.4731169931181134,13,0.04740755225369913,0.35193124493425637,12,0.014135134241359825,0.44419606761456343,96,0.029741150623794933,0.44769026495760217,95,-0.17196812082225618,0.39234632780399675,96,-0.04181302399277643,0.4042547220182544,88,0.1086569250080158,0.4384925683445767,90,-0.09098908556565699,0.48136372883122747,15,-0.13839807563181072,0.3207364037605896,12,0.028562144411007316,0.38859669699425814,87,0.025324190763205228,0.3593934349996493,98,0.05418108672740945,0.39116120019098244,92,0.19817512843259752,0.3385607323572668,93,0.15901055498122935,0.33822191694681936,100
21,2019-11-29,FTSE,-0.2058300419409893,0.36451941988712233,94,-0.039457887192110436,0.35175530031706637,99,0.07862102283102397,0.3638861819617139,95,0.02002441405547943,0.6151388140856333,98,0.2046524735406563,0.33177460425389693,93,0.25971637711520185,0.3551680332105343,13,-0.07037660621623837,0.3533912714851591,11,-0.18050585117778406,0.4731169931181134,92,0.04740755225369913,0.35193124493425637,98,0.014135134241359825,0.44419606761456343,94,0.029741150623794933,0.44769026495760217,87,-0.17196812082225618,0.39234632780399675,91,-0.04181302399277643,0.4042547220182544,14,0.1086569250080158,0.4384925683445767,11,-0.09098908556565699,0.48136372883122747,89,-0.13839807563181072,0.3207364037605896,95,0.028562144411007316,0.38859669699425814,89,0.025324190763205228,0.3593934349996493,88,0.05418108672740945,0.39116120019098244,97,0.19817512843259752,0.3385607323572668,14
22,2019-12-02,FTSE,-0.178445465930315,0.5395470681194455,97,-0.2058300419409893,0.36451941988712233,90,-0.039457887192110436,0.35175530031706637,13,0.07862102283102397,0.3638861819617139,10,0.02002441405547943,0.6151388140856333,92,0.2046524735406563,0.33177460425389693,89,0.25971637711520185,0.3551680332105343,96,-0.07037660621623837,0.3533912714851591,90,-0.18050585117778406,0.4731169931181134,85,0.04740755225369913,0.35193124493425637,14,0.014135134241359825,0.44419606761456343,11,0.029741150623794933,0.44769026495760217,88,-0.17196812082225618,0.39234632780399675,97,-0.04181302399277643,0.4042547220182544,87,0.1086569250080158,0.4384925683445767,90,-0.09098908556565699,0.48136372883122747,96,-0.13839807563181072,0.3207364037605896,14,0.028562144411007316,0.38859669699425814,12,0.025324190763205228,0.3593934349996493,100,0.05418108672740945,0.39116120019098244,95
23,2019-12-03,FTSE,-0.3742640197497919,0.47933414840393884,89,-0.178445465930315,0.5395470681194455,13,-0.2058300419409893,0.36451941988712233,10,-0.039457887192110436,0.35175530031706637,94,0.07862102283102397,0.3638861819617139,93,0.02002441405547943,0.6151388140856333,91,0.2046524735406563,0.33177460425389693,88,0.25971637711520185,0.3551680332105343,88,-0.07037660621623837,0.3533912714851591,14,-0.18050585117778406,0.4731169931181134,12,0.04740755225369913,0.35193124493425637,89,0.014135134241359825,0.44419606761456343,94,0.029741150623794933,0.44769026495760217,88,-0.17196812082225618,0.39234632780399675,86,-0.04181302399277643,0.4042547220182544,96,0.1086569250080158,0.4384925683445767,11,-0.09098908556565699,0.48136372883122747,12,-0.13839807563181072,0.3207364037605896,94,0.028562144411007316,0.38859669699425814,100,0.025324190763205228,0.3593934349996493,95
24,2019-12-04,FTSE,0.087456380364658,0.3997749326683541,13,-0.3742640197497919,0.47933414840393884,9,-0.178445465930315,0.5395470681194455,88,-0.2058300419409893,0.36451941988712233,97,-0.039457887192110436,0.35175530031706637,93,0.07862102283102397,0.3638861819617139,87,0.02002441405547943,0.6151388140856333,82,0.2046524735406563,0.33177460425389693,14,0.25971637711520185,0.3551680332105343,12,-0.07037660621623837,0.3533912714851591,85,-0.18050585117778406,0.4731169931181134,90,0.04740755225369913,0.35193124493425637,93,0.014135134241359825,0.44419606761456343,90,0.029741150623794933,0.44769026495760217,98,-0.17196812082225618,0.39234632780399675,13,-0.04181302399277643,0.4042547220182544,10,0.1086569250080158,0.4384925683445767,100,-0.09098908556565699,0.48136372883122747,98,-0.13839807563181072,0.3207364037605896,97,0.028562144411007316,0.38859669699425814,89
25,2019-12-05,FTSE,-0.14899906685971695,0.3780476318336805,11,0.087456380364658,0.3997749326683541,89,-0.3742640197497919,0.47933414840393884,95,-0.178445465930315,0.5395470681194455,94,-0.2058300419409893,0.36451941988712233,86,-0.039457887192110436,0.35175530031706637,90,0.07862102283102397,0.3638861819617139,14,0.02002441405547943,0.6151388140856333,11,0.2046524735406563,0.33177460425389693,87,0.25971637711520185,0.3551680332105343,94,-0.07037660621623837,0.3533912714851591,90,-0.18050585117778406,0.4731169931181134,87,0.04740755225369913,0.35193124493425637,98,0.014135134241359825,0.44419606761456343,14,0.029741150623794933,0.44769026495760217,10,-0.17196812082225618,0.39234632780399675,99,-0.04181302399277643,0.4042547220182544,100,0.1086569250080158,0.4384925683445767,98,-0.09098908556565699,0.48136372883122747,89,-0.13839807563181072,0.3207364037605896,86
26,2019-12-06,FTSE,0.29976520522616074,0.3000430971342701,91,-0.14899906685971695,0.3780476318336805,96,0.087456380364658,0.3997749326683541,91,-0.3742640197497919,0.47933414840393884,86,-0.178445465930315,0.5395470681194455,87,-0.2058300419409893,0.36451941988712233,15,-0.039457887192110436,0.35175530031706637,12,0.07862102283102397,0.3638861819617139,85,0.02002441405547943,0.6151388140856333,93,0.2046524735406563,0.33177460425389693,87,0.25971637711520185,0.3551680332105343,91,-0.07037660621623837,0.3533912714851591,98,-0.18050585117778406,0.4731169931181134,13,0.04740755225369913,0.35193124493425637,12,0.014135134241359825,0.44419606761456343,97,0.029741150623794933,0.44769026495760217,96,-0.17196812082225618,0.39234632780399675,98,-0.04181302399277643,0.4042547220182544,90,0.1086569250080158,0.4384925683445767,82,-0.09098908556565699,0.48136372883122747,12
27,2019-12-09,FTSE,-0.01707977414841963,0.3599074396507929,86,0.29976520522616074,0.3000430971342701,86,-0.14899906685971695,0.3780476318336805,15,0.087456380364658,0.3997749326683541,11,-0.3742640197497919,0.47933414840393884,89,-0.178445465930315,0.5395470681194455,97,-0.2058300419409893,0.36451941988712233,90,-0.039457887192110436,0.35175530031706637,90,0.07862102283102397,0.3638861819617139,94,0.02002441405547943,0.6151388140856333,13,0.2046524735406563,0.33177460425389693,10,0.25971637711520185,0.3551680332105343,93,-0.07037660621623837,0.3533912714851591,98,-0.18050585117778406,0.4731169931181134,100,0.04740755225369913,0.35193124493425637,92,0.014135134241359825,0.44419606761456343,84,0.029741150623794933,0.44769026495760217,12,-0.17196812082225618,0.39234632780399675,11,-0.04181302399277643,0.4042547220182544,89,0.1086569250080158,0.4384925683445767,100
28,2019-12-10,FTSE,-0.059187549694392966,0.40879075786400676,86,-0.01707977414841963,0.3599074396507929,15,0.29976520522616074,0.3000430971342701,12,-0.14899906685971695,0.3780476318336805,91,0.087456380364658,0.3997749326683541,94,-0.3742640197497919,0.47933414840393884,93,-0.178445465930315,0.5395470681194455,88,-0.2058300419409893,0.36451941988712233,100,-0.039457887192110436,0.35175530031706637,12,0.07862102283102397,0.3638861819617139,11,0.02002441405547943,0.6151388140856333,98,0.2046524735406563,0.33177460425389693,99,0.25971637711520185,0.3551680332105343,97,-0.07037660621623837,0.3533912714851591,91,-0.18050585117778406,0.4731169931181134,88,0.04740755225369913,0.35193124493425637,12,0.014135134241359825,0.44419606761456343,11,0.029741150623794933,0.44769026495760217,89,-0.17196812082225618,0.39234632780399675,98,-0.04181302399277643,0.4042547220182544,94
29,2019-12-11,FTSE,0.007361599767649507,0.4769548286599836,15,-0.059187549694392966,0.40879075786400676,11,-0.01707977414841963,0.3599074396507929,86,0.29976520522616074,0.3000430971342701,94,-0.14899906685971695,0.3780476318336805,91,0.087456380364658,0.3997749326683541,88,-0.3742640197497919,0.47933414840393884,96,-0.178445465930315,0.5395470681194455,14,-0.2058300419409893,0.36451941988712233,10,-0.039457887192110436,0.35175530031706637,94,0.07862102283102397,0.3638861819617139,97,0.02002441405547943,0.6151388140856333,97,0.2046524735406563,0.33177460425389693,93,0.25971637711520185,0.3551680332105343,85,-0.07037660621623837,0.3533912714851591,13,-0.18050585117778406,0.4731169931181134,11,0.04740755225369913,0.35193124493425637,90,0.014135134241359825,0.44419606761456343,100,0.029741150623794933,0.44769026495760217,96,-0.17196812082225618,0.39234632780399675,89
