Date,Open,High,Low,Close,Adj Close,Volume,diff
2017-01-26,7164.39990234375,7184.7998046875,7151.2998046875,7161.5,7161.5,905662800,-2.89990234375
2017-01-27,7161.5,7184.7001953125,7150.7998046875,7184.5,7184.5,876491800,23.0
2017-01-30,7184.5,7184.7001953125,7105.7001953125,7118.5,7118.5,890006700,-66.0
2017-01-31,7118.5,7162.5,7099.2001953125,7099.2001953125,7099.2001953125,959011000,-19.2998046875
2017-02-01,7099.2001953125,7170.2001953125,7099.2001953125,7107.7001953125,7107.7001953125,785299200,8.5
2017-02-02,7107.7001953125,7163.89990234375,7093.60009765625,7140.7998046875,7140.7998046875,880030800,33.099609375
2017-02-03,7140.7998046875,7202.39990234375,7133.60009765625,7188.2998046875,7188.2998046875,786535500,47.5
2017-02-06,7188.2998046875,7208.7001953125,7165.2001953125,7172.2001953125,7172.2001953125,614802900,-16.099609375
2017-02-07,7172.2001953125,7227.2001953125,7159.60009765625,7186.2001953125,7186.2001953125,770251300,14.0
2017-02-08,7186.2001953125,7195.89990234375,7147.2001953125,7188.7998046875,7188.7998046875,935233800,2.599609375
2017-02-09,7188.7998046875,7238.7001953125,7183.10009765625,7229.5,7229.5,781741400,40.7001953125
2017-02-10,7229.5,7274.7998046875,7229.5,7258.7998046875,7258.7998046875,875649700,29.2998046875
2017-02-13,7258.7998046875,7298.5,7257.7001953125,7278.89990234375,7278.89990234375,645414300,20.10009765625
2017-02-14,7278.89990234375,7292.7001953125,7251.7998046875,7268.60009765625,7268.60009765625,756312200,-10.2998046875
2017-02-15,7268.60009765625,7313.39990234375,7268.60009765625,7302.39990234375,7302.39990234375,716447200,33.7998046875
2017-02-16,7302.39990234375,7302.39990234375,7260.7001953125,7277.89990234375,7277.89990234375,684054500,-24.5
2017-02-17,7277.89990234375,7307.10009765625,7253.2001953125,7300.0,7300.0,801785200,22.10009765625
2017-02-20,7300.0,7329.60009765625,7283.2998046875,7299.89990234375,7299.89990234375,635938500,-0.10009765625
2017-02-21,7299.89990234375,7319.0,7267.5,7274.7998046875,7274.7998046875,896954200,-25.10009765625
2017-02-22,7274.7998046875,7314.2998046875,7274.7001953125,7302.2998046875,7302.2998046875,1146291800,27.5
2017-02-23,7302.2998046875,7310.10009765625,7262.89990234375,7271.39990234375,7271.39990234375,1065322800,-30.89990234375
2017-02-24,7271.39990234375,7271.89990234375,7192.5,7243.7001953125,7243.7001953125,855350300,-27.69970703125
2017-02-27,7243.7001953125,7285.2001953125,7239.7001953125,7253.0,7253.0,831112100,9.2998046875
2017-02-28,7253.0,7284.2001953125,7246.60009765625,7263.39990234375,7263.39990234375,981918400,10.39990234375
2017-03-01,7263.39990234375,7383.10009765625,7263.39990234375,7382.89990234375,7382.89990234375,1035866400,119.5
2017-03-02,7382.89990234375,7394.60009765625,7372.7001953125,7382.39990234375,7382.39990234375,927106800,-0.5
2017-03-03,7382.39990234375,7382.39990234375,7353.60009765625,7374.2998046875,7374.2998046875,850603100,-8.10009765625
2017-03-06,7374.2998046875,7374.2998046875,7338.89990234375,7350.10009765625,7350.10009765625,738066600,-24.19970703125
2017-03-07,7350.10009765625,7363.7001953125,7335.2998046875,7339.0,7339.0,844760300,-11.10009765625
2017-03-08,7339.0,7354.5,7315.89990234375,7334.60009765625,7334.60009765625,866234700,-4.39990234375
2017-03-09,7334.60009765625,7336.2998046875,7263.60009765625,7315.0,7315.0,1045803400,-19.60009765625
2017-03-10,7315.0,7373.0,7315.0,7343.10009765625,7343.10009765625,919722100,28.10009765625
2017-03-13,7343.10009765625,7377.39990234375,7342.0,7367.10009765625,7367.10009765625,687295500,24.0
2017-03-14,7367.10009765625,7386.2001953125,7339.2998046875,7357.89990234375,7357.89990234375,842511400,-9.2001953125
2017-03-15,7357.89990234375,7383.2998046875,7357.60009765625,7368.60009765625,7368.60009765625,833084500,10.7001953125
2017-03-16,7368.60009765625,7444.60009765625,7368.60009765625,7416.0,7416.0,1082219200,47.39990234375
2017-03-17,7416.0,7447.0,7402.60009765625,7425.0,7425.0,1516668800,9.0
2017-03-20,7425.0,7433.7001953125,7400.0,7429.7998046875,7429.7998046875,611042100,4.7998046875
2017-03-21,7429.7998046875,7440.89990234375,7360.7001953125,7378.2998046875,7378.2998046875,846963600,-51.5
2017-03-22,7378.2998046875,7378.39990234375,7301.7998046875,7324.7001953125,7324.7001953125,904591800,-53.599609375
2017-03-23,7324.7001953125,7346.39990234375,7307.7001953125,7340.7001953125,7340.7001953125,786539600,16.0
2017-03-24,7340.7001953125,7351.60009765625,7322.89990234375,7336.7998046875,7336.7998046875,633190500,-3.900390625
2017-03-27,7336.7998046875,7336.7998046875,7255.7998046875,7293.5,7293.5,779235000,-43.2998046875
2017-03-28,7293.5,7349.60009765625,7285.7998046875,7343.39990234375,7343.39990234375,791143500,49.89990234375
2017-03-29,7343.39990234375,7373.7001953125,7313.89990234375,7373.7001953125,7373.7001953125,779343400,30.30029296875
2017-03-30,7373.7001953125,7384.7998046875,7340.2998046875,7369.5,7369.5,760967600,-4.2001953125
2017-03-31,7369.5,7369.60009765625,7322.89990234375,7322.89990234375,7322.89990234375,957012600,-46.60009765625
2017-04-03,7322.89990234375,7350.2998046875,7280.7998046875,7282.7001953125,7282.7001953125,746218600,-40.19970703125
2017-04-04,7282.7001953125,7324.60009765625,7282.7001953125,7321.7998046875,7321.7998046875,786153000,39.099609375
2017-04-05,7321.7998046875,7362.60009765625,7321.7998046875,7331.7001953125,7331.7001953125,749886800,9.900390625
2017-04-06,7331.7001953125,7331.7001953125,7258.10009765625,7303.2001953125,7303.2001953125,887193100,-28.5
2017-04-07,7303.2001953125,7349.39990234375,7284.7001953125,7349.39990234375,7349.39990234375,780587700,46.19970703125
2017-04-10,7349.39990234375,7359.2998046875,7337.0,7348.89990234375,7348.89990234375,668786200,-0.5
2017-04-11,7348.89990234375,7406.39990234375,7332.60009765625,7365.5,7365.5,796050600,16.60009765625
2017-04-12,7365.5,7402.39990234375,7348.7998046875,7349.0,7349.0,888411200,-16.5
2017-04-13,7349.0,7349.0,7298.89990234375,7327.60009765625,7327.60009765625,715928200,-21.39990234375
2017-04-18,7327.60009765625,7327.60009765625,7147.5,7147.5,7147.5,1039110900,-180.10009765625
2017-04-19,7147.5,7151.2001953125,7114.39990234375,7114.39990234375,7114.39990234375,1018754400,-33.10009765625
2017-04-20,7114.39990234375,7127.60009765625,7096.7998046875,7118.5,7118.5,830708700,4.10009765625
2017-04-21,7118.5,7134.5,7104.2001953125,7114.60009765625,7114.60009765625,896918700,-3.89990234375
2017-04-24,7114.60009765625,7273.89990234375,7114.60009765625,7264.7001953125,7264.7001953125,1027266000,150.10009765625
2017-04-25,7264.7001953125,7290.7998046875,7258.7001953125,7275.60009765625,7275.60009765625,835369300,10.89990234375
2017-04-26,7275.60009765625,7302.60009765625,7262.2998046875,7288.7001953125,7288.7001953125,860455200,13.10009765625
2017-04-27,7288.7001953125,7289.39990234375,7224.39990234375,7237.2001953125,7237.2001953125,1094741200,-51.5
2017-04-28,7237.2001953125,7243.2998046875,7197.2998046875,7203.89990234375,7203.89990234375,1148718800,-33.30029296875
2017-05-02,7203.89990234375,7254.2998046875,7203.89990234375,7250.10009765625,7250.10009765625,910924000,46.2001953125
2017-05-03,7250.10009765625,7250.10009765625,7218.60009765625,7234.5,7234.5,766336200,-15.60009765625
2017-05-04,7234.5,7280.7001953125,7226.10009765625,7248.10009765625,7248.10009765625,918713600,13.60009765625
2017-05-05,7248.10009765625,7297.39990234375,7222.7998046875,7297.39990234375,7297.39990234375,881277700,49.2998046875
2017-05-08,7297.39990234375,7322.2998046875,7285.7998046875,7300.89990234375,7300.89990234375,716672700,3.5
2017-05-09,7300.89990234375,7359.60009765625,7300.89990234375,7342.2001953125,7342.2001953125,707206200,41.30029296875
2017-05-10,7342.2001953125,7398.60009765625,7331.2998046875,7385.2001953125,7385.2001953125,822815300,43.0
2017-05-11,7385.2001953125,7396.2001953125,7369.2001953125,7386.60009765625,7386.60009765625,956757900,1.39990234375
2017-05-12,7386.60009765625,7435.39990234375,7381.7001953125,7435.39990234375,7435.39990234375,852716600,48.7998046875
2017-05-15,7435.39990234375,7460.2001953125,7434.2001953125,7454.39990234375,7454.39990234375,831966500,19.0
2017-05-16,7454.39990234375,7533.7001953125,7452.39990234375,7522.0,7522.0,1010009800,67.60009765625
2017-05-17,7522.0,7533.0,7478.89990234375,7503.5,7503.5,989995900,-18.5
2017-05-18,7503.5,7503.7001953125,7389.2998046875,7436.39990234375,7436.39990234375,981827100,-67.10009765625
2017-05-19,7436.39990234375,7480.2998046875,7436.39990234375,7470.7001953125,7470.7001953125,820231400,34.30029296875
2017-05-22,7470.7001953125,7518.10009765625,7470.7001953125,7496.2998046875,7496.2998046875,672758000,25.599609375
2017-05-23,7496.2998046875,7521.89990234375,7485.2998046875,7485.2998046875,7485.2998046875,678940100,-11.0
2017-05-24,7485.2998046875,7519.60009765625,7475.10009765625,7514.89990234375,7514.89990234375,823078300,29.60009765625
2017-05-25,7514.89990234375,7529.7001953125,7497.10009765625,7517.7001953125,7517.7001953125,620554600,2.80029296875
2017-05-26,7517.7001953125,7554.2001953125,7514.39990234375,7547.60009765625,7547.60009765625,773534000,29.89990234375
2017-05-30,7547.60009765625,7547.7001953125,7497.10009765625,7526.5,7526.5,737736400,-21.10009765625
2017-05-31,7526.5,7586.5,7519.7001953125,7520.0,7520.0,1864745500,-6.5
2017-06-01,7520.0,7558.60009765625,7518.2998046875,7543.7998046875,7543.7998046875,859764100,23.7998046875
2017-06-02,7543.7998046875,7599.0,7540.0,7547.60009765625,7547.60009765625,799553200,3.80029296875
2017-06-05,7547.60009765625,7562.0,7519.10009765625,7525.7998046875,7525.7998046875,606693000,-21.80029296875
2017-06-06,7525.7998046875,7527.60009765625,7502.7998046875,7525.0,7525.0,842102100,-0.7998046875
2017-06-07,7525.0,7555.60009765625,7476.2998046875,7478.60009765625,7478.60009765625,874514700,-46.39990234375
2017-06-08,7478.60009765625,7489.7001953125,7450.0,7450.0,7450.0,867765500,-28.60009765625
2017-06-09,7450.0,7545.10009765625,7449.7001953125,7527.2998046875,7527.2998046875,1079740000,77.2998046875
2017-06-12,7527.2998046875,7540.5,7483.60009765625,7511.89990234375,7511.89990234375,691742100,-15.39990234375
2017-06-13,7511.89990234375,7540.10009765625,7491.89990234375,7500.39990234375,7500.39990234375,759155200,-11.5
2017-06-14,7500.39990234375,7545.10009765625,7474.39990234375,7474.39990234375,7474.39990234375,943048700,-26.0
2017-06-15,7474.39990234375,7474.5,7377.89990234375,7419.39990234375,7419.39990234375,985057200,-55.0
2017-06-16,7419.39990234375,7479.0,7419.39990234375,7463.5,7463.5,1889237700,44.10009765625
2017-06-19,7463.5,7537.7998046875,7463.5,7523.7998046875,7523.7998046875,551165300,60.2998046875
2017-06-20,7523.7998046875,7561.10009765625,7472.7001953125,7472.7001953125,7472.7001953125,1005340300,-51.099609375
