Date,Open,High,Low,Close,Adj Close,Volume,diff
2017-01-11,118.73999786376953,119.93000030517578,118.5999984741211,119.75,114.392822265625,27588600,1.0100021362304688
2017-01-12,118.9000015258789,119.30000305175781,118.20999908447266,119.25,113.9151840209961,27086200,0.34999847412109375
2017-01-13,119.11000061035156,119.62000274658203,118.80999755859375,119.04000091552734,113.71458435058594,26111900,-0.06999969482421875
2017-01-17,118.33999633789062,120.23999786376953,118.22000122070312,120.0,114.63165283203125,34439800,1.660003662109375
2017-01-18,120.0,120.5,119.70999908447266,119.98999786376953,114.62208557128906,23713000,-0.01000213623046875
2017-01-19,119.4000015258789,120.08999633789062,119.37000274658203,119.77999877929688,114.4214859008789,25597300,0.37999725341796875
2017-01-20,120.44999694824219,120.44999694824219,119.7300033569336,120.0,114.63165283203125,32597900,-0.4499969482421875
2017-01-23,120.0,120.80999755859375,119.7699966430664,120.08000183105469,114.70806121826172,22050200,0.0800018310546875
2017-01-24,119.55000305175781,120.0999984741211,119.5,119.97000122070312,114.60298156738281,23211000,0.4199981689453125
2017-01-25,120.41999816894531,122.0999984741211,120.27999877929688,121.87999725341797,116.42753601074219,32377600,1.4599990844726562
2017-01-26,121.66999816894531,122.44000244140625,121.5999984741211,121.94000244140625,116.48485565185547,26337600,0.2700042724609375
2017-01-27,122.13999938964844,122.3499984741211,121.5999984741211,121.94999694824219,116.49441528320312,20562900,-0.19000244140625
2017-01-30,120.93000030517578,121.62999725341797,120.66000366210938,121.62999725341797,116.18870544433594,30377500,0.6999969482421875
2017-01-31,121.1500015258789,121.38999938964844,120.62000274658203,121.3499984741211,115.92122650146484,49201000,0.1999969482421875
2017-02-01,127.02999877929688,130.49000549316406,127.01000213623047,128.75,122.99018859863281,111985000,1.720001220703125
2017-02-02,127.9800033569336,129.38999938964844,127.77999877929688,128.52999877929688,122.78004455566406,33710400,0.5499954223632812
2017-02-03,128.30999755859375,129.19000244140625,128.16000366210938,129.0800018310547,123.30543518066406,24507300,0.7700042724609375
2017-02-06,129.1300048828125,130.5,128.89999389648438,130.2899932861328,124.46131134033203,26845900,1.1599884033203125
